;id;contactid;opportunityid;role;contact_id;contact_accountid;contact_fullname;contact_job_title;opportunity_id;opportunity_accountid;opportunity_type;opportunity_ownerid;opportunity_deal_license_activation_start_date__c;opportunity_deal_license_activation_end_date__c;opportunity_closedate;opportunity_createddate;opportunity_opportunity_stage_status__c;opportunity_leadsource_category__c;opportunity_deal_total_non_recurring__c;opportunity_deal_total_recurring__c;opportunity_currencyisocode;opportunity_LeadSource;opportunity_Deal_use_case__c;opportunity_name
71;00K090000019Lw2EAE;00309000003rm9EAAQ;00609000002IuZgAAK;Champion;00309000003rm9EAAQ;00109000005ft8rAAA;Gail Mccullough;Armed forces operational officer;00609000002IuZgAAK;00109000005ft8rAAA;New Business;00509000000V8fdAAC; ; ;2020-01-30;2019-11-25;Lost;Marketing;37164.41;0.0;EUR;Others Marketing; ;Multi-lateral grid-enabled model
72;00K090000019Lw3EAE;00309000003rnOWAAY;00609000002IvM2AAK;Champion;00309000003rnOWAAY;00109000005ftYYAAY;Frank Miller;Research scientist (life sciences);00609000002IvM2AAK;00109000005ftYYAAY;New Business;00509000000V8dTAAS; ; ;2019-01-21;2019-01-09;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;User-centric heuristic model
73;00K090000019Lw4EAE;00309000003roYjAAI;00609000002IvMqAAK;Champion;00309000003roYjAAI;00109000005ftaqAAA;William Coleman;Forest/woodland manager;00609000002IvMqAAK;00109000005ftaqAAA;New Business;00509000000V8eGAAS; ; ;2018-09-04;2018-05-14;Lost;Marketing;38230.28;0.0;EUR;Marketing before 2021; ;Open-source methodical access
74;00K090000019Lw5EAE;00309000003rqIRAAY;00609000002IvBmAAK;Champion;00309000003rqIRAAY;00109000005fsdqAAA;Victoria Mullen;Land;00609000002IvBmAAK;00109000005fsdqAAA;New Business;00509000000V8gCAAS; ; ;2019-01-15;2018-09-26;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Reduced fresh-thinking artificial intelligence
75;00K090000019Lw6EAE;00309000003ro71AAA;00609000002Iu9sAAC;Champion;00309000003ro71AAA;00109000005fuoMAAQ;Kevin Rodriguez;Designer, exhibition/display;;;;;;;;;;;;;;;;
76;00K090000019Lw7EAE;00309000003rrSqAAI;00609000002IuWHAA0;Champion;00309000003rrSqAAI;00109000005fswLAAQ;Jeffrey Carson;Colour technologist;00609000002IuWHAA0;00109000005fsu0AAA;New Business;00509000000V8dTAAS; ; ;2019-07-22;2018-06-12;Lost;Sales Generated;48965.509999999995;0.0;EUR;Sales Generated Lead - by AE/AM; ;Pre-emptive solution-oriented function
77;00K090000019Lw8EAE;00309000003roPbAAI;00609000002IupmAAC;Champion;00309000003roPbAAI;00109000005fvDMAAY;Ashley Thompson;Nutritional therapist;00609000002IupmAAC;00109000005fvDMAAY;New Business;00509000000V8eGAAS; ; ;2019-01-22;2018-05-04;Lost;Marketing;0.0;0.0;EUR; ; ;Assimilated needs-based emulation
78;00K090000019Lw9EAE;00309000003roKxAAI;00609000002IuZuAAK;Champion;00309000003roKxAAI;00109000005ftF9AAI;Courtney Gomez;Scientist, forensic;00609000002IuZuAAK;00109000005ftF9AAI;New Business;00509000000V8g7AAC; ; ;2018-07-29;2018-05-04;Lost;Marketing;0.0;0.0;EUR; ; ;Enterprise-wide uniform website
79;00K090000019LwAEAU;00309000003roZuAAI;00609000002IuRxAAK;Champion;00309000003roZuAAI;00109000005ftcSAAQ;William Miller;Conservation officer, nature;00609000002IuRxAAK;00109000005fsjxAAA;New Business;00509000000V8gHAAS; ; ;2019-04-30;2018-05-13;Lost;Marketing;0.0;0.0;EUR; ; ;Innovative contextually-based circuit
80;00K090000019LwBEAU;00309000003rrT7AAI;00609000002IuWnAAK;Champion;00309000003rrT7AAI;00109000005fsxzAAA;Patrick Jordan;Engineer, control and instrumentation;00609000002IuWnAAK;00109000005fsxzAAA;New Business;00509000000V8f4AAC; ; ;2018-06-29;2018-06-04;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Public-key system-worthy workforce
81;00K090000019LwCEAU;00309000003rjCDAAY;00609000002IunKAAS;Champion;00309000003rjCDAAY;00109000005fucaAAA;Bonnie Baker;Horticulturist, amenity;00609000002IunKAAS;00109000005fuoWAAQ;New Business;00509000000V8gCAAS; ; ;2018-09-26;2018-05-21;Won;Partner Sourced;22550.739999999998;0.0;EUR;Partner Sourced - Alliances; ;Public-key real-time interface
82;00K090000019LwDEAU;00309000003rmidAAA;00609000002IuFkAAK;Champion;00309000003rmidAAA;00109000005fs0xAAA;Douglas Delacruz;Furniture conservator/restorer;00609000002IuFkAAK;00109000005fs0xAAA;New Business;00509000000V8f9AAC; ; ;2019-01-21;2018-10-16;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Automated even-keeled collaboration
83;00K090000019LwEEAU;00309000003rp1SAAQ;00609000002IvGuAAK;Champion;00309000003rp1SAAQ;00109000005fsXbAAI;Andrew Gonzalez;Geographical information systems officer;00609000002IvGuAAK;00109000005ft3GAAQ;New Business;00509000000V8fTAAS; ; ;2019-04-15;2018-05-17;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Grass-roots fresh-thinking focus group
84;00K090000019LwFEAU;00309000003roZQAAY;00609000002IuhgAAC;Champion;00309000003roZQAAY;00109000005ftbfAAA;Nicole Young;Hospital pharmacist;00609000002IuhgAAC;00109000005fu3sAAA;New Business;00509000000V8g7AAC; ; ;2019-01-21;2018-06-29;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Devolved national access
85;00K090000019LwGEAU;00309000003roYDAAY;00609000002IvMbAAK;Champion;00309000003roYDAAY;00109000005ftZsAAI;Linda Holland;Microbiologist;00609000002IvMbAAK;00109000005ftZsAAI;New Business;00509000000WaPyAAK; ; ;2018-12-21;2018-11-13;Lost;Marketing;0.0;0.0;EUR; ; ;Enhanced background collaboration
86;00K090000019LwHEAU;00309000003roZ7AAI;00609000002IvN2AAK;Champion;00309000003roZ7AAI;00109000005ftbKAAQ;Dana Davis;Water engineer;00609000002IvN2AAK;00109000005ftbKAAQ;New Business;00509000000V8f4AAC; ; ;2018-12-03;2018-06-04;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Multi-channeled maximized encryption
87;00K090000019LwIEAU;00309000003roYGAAY;00609000002IvMdAAK;Champion;00309000003roYGAAY;00109000005ftZtAAI;Jennifer Castillo;Prison officer;00609000002IvMdAAK;00109000005ftZtAAI;New Business;00509000000V8g7AAC; ; ;2018-07-07;2018-05-08;Lost;Marketing;0.0;0.0;EUR; ; ;Total mission-critical Internet solution
88;00K090000019LwJEAU;00309000003roYHAAY;00609000002IvMeAAK;Champion;00309000003roYHAAY;00109000005ftZuAAI;Nathaniel Martinez;Theatre director;00609000002IvMeAAK;00109000005ftZuAAI;New Business;00509000000V8g7AAC; ; ;2018-07-07;2018-05-08;Lost;Marketing;0.0;0.0;EUR; ; ;Synergized didactic time-frame
89;00K090000019LwKEAU;00309000003roYIAAY;00609000002IvMfAAK;Champion;00309000003roYIAAY;00109000005ftZvAAI;Deborah Long;Designer, jewellery;00609000002IvMfAAK;00109000005ftZvAAI;New Business;00509000000V8g7AAC; ; ;2018-07-07;2018-05-08;Lost;Marketing;0.0;0.0;EUR; ; ;Ergonomic dynamic knowledgebase
90;00K090000019LwLEAU;00309000003rgz8AAA;00609000002IuJuAAK;Champion;00309000003rgz8AAA; ;Sean Brown;Public relations account executive;00609000002IuJuAAK;00109000005fsFrAAI;New Business;00509000000Wm9iAAC; ; ;2018-07-28;2018-09-20;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Self-enabling leadingedge throughput
91;00K090000019LwMEAU;00309000003ri0YAAQ;00609000002IuQuAAK;Champion;00309000003ri0YAAQ;00109000005fsgLAAQ;Daniel Hopkins;Pension scheme manager;00609000002IuQuAAK;00109000005fsgLAAQ;New Business;00509000000V8g7AAC; ; ;2018-07-05;2018-07-05;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Fundamental real-time task-force
92;00K090000019LwNEAU;00309000003rkuYAAQ;00609000002IvDIAA0;Champion;00309000003rkuYAAQ;00109000005fsjiAAA;Joseph Dunn;Psychologist, forensic;00609000002IvDIAA0;00109000005fsjiAAA;New Business;00509000000V8dTAAS; ; ;2019-01-20;2018-06-25;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Future-proofed even-keeled frame
93;00K090000019LwOEAU;00309000003rVS7AAM;00609000002IuUlAAK;Champion;00309000003rVS7AAM;00109000005fsp7AAA;Anthony Randall;Teacher, special educational needs;00609000002IuUlAAK;00109000005fsp7AAA;New Business;00509000000V8eGAAS; ; ;2018-08-27;2018-05-21;Lost;Marketing;0.0;0.0;EUR;Others Marketing; ;Multi-channeled bandwidth-monitored moratorium
94;00K090000019LwPEAU;00309000003rVSFAA2;00609000002Iv8HAAS;Champion;00309000003rVSFAA2;00109000005fsIdAAI;Gregory Ross;Product manager;00609000002Iv8HAAS;00109000005fsIdAAI;New Business;00509000000V8fYAAS; ; ;2019-01-14;2018-05-15;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Public-key demand-driven time-frame
95;00K090000019LwQEAU;00309000003rVSJAA2;00609000002IuWvAAK;Champion;00309000003rVSJAA2;00109000005fuSCAAY;Amber Clark;Proofreader;00609000002IuWvAAK;00109000005fsyJAAQ;New Business;00509000000V8fJAAS; ; ;2018-12-18;2018-05-13;Lost;Marketing;0.0;0.0;EUR; ; ;Object-based bottom-line hierarchy
96;00K090000019LwREAU;00309000003rVSKAA2;00609000002IuczAAC;Champion;00309000003rVSKAA2;00109000005ftbVAAQ;Kaitlin Garcia;Geochemist;00609000002IuczAAC;00109000005ftbVAAQ;New Business;00509000000V8g7AAC; ; ;2019-01-21;2018-07-01;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Upgradable real-time solution
97;00K090000019LwSEAU;00309000003rVSOAA2;00609000002IuHsAAK;Champion;00309000003rVSOAA2;00109000005ftd3AAA;Adrian Howard;Purchasing manager;00609000002IuHsAAK;00109000005fs66AAA;New Business;00509000000V8eGAAS; ; ;2018-06-04;2018-05-14;Lost;Marketing;0.0;0.0;EUR; ; ;Cross-platform human-resource algorithm
98;00K090000019LwTEAU;00309000003rVSXAA2;00609000002IvMxAAK;Champion;00309000003rVSXAA2;00109000005ftbAAAQ;Nathaniel Miller;Legal executive;00609000002IvMxAAK;00109000005ftbAAAQ;New Business;00509000000V8g7AAC; ; ;2018-07-27;2018-07-01;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Cross-platform global service-desk
99;00K090000019LwUEAU;00309000003rVScAAM;00609000002IuYxAAK;Champion;00309000003rVScAAM;00109000005ft82AAA;Norma Griffin;Arboriculturist;00609000002IuYxAAK;00109000005ft82AAA;New Business;00509000000V8fdAAC; ; ;2019-01-15;2018-09-13;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Virtual bifurcated hub
100;00K090000019LwVEAU;00309000003rVSoAAM;00609000002IvFrAAK;Champion;00309000003rVSoAAM;00109000005fspvAAA;Amber Foster;Academic librarian;00609000002IvFrAAK;00109000005fspvAAA;New Business;00509000000WaQSAA0; ; ;2018-12-19;2018-06-26;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Automated next generation success
101;00K090000019LwWEAU;00309000003rVSrAAM;00609000002IuhmAAC;Champion;00309000003rVSrAAM;00109000005fu4BAAQ;Daniel Velez;Programmer, systems;00609000002IuhmAAC;00109000005fu4BAAQ;New Business;00509000000V8g2AAC; ; ;2018-11-02;2018-06-08;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Phased holistic info-mediaries
102;00K090000019LwXEAU;00309000003rnwfAAA;00609000002Iv2EAAS;Champion;00309000003rnwfAAA;00109000005fs1CAAQ;Nancy Fleming;Media buyer;00609000002Iv2EAAS;00109000005fs1CAAQ;New Business;00509000000V8eLAAS; ; ;2019-01-24;2018-06-26;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Centralized system-worthy intranet
103;00K090000019LwYEAU;00309000003roYuAAI;00609000002IvMwAAK;Champion;00309000003roYuAAI;00109000005ftb4AAA;Jordan Mitchell;Learning disability nurse;00609000002IvMwAAK;00109000005ftb4AAA;New Business;00509000000V8f9AAC; ; ;2018-10-16;2018-05-15;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Ameliorated exuding matrix
104;00K090000019LwZEAU;00309000003rnz8AAA;00609000002IuP2AAK;Champion;00309000003rnz8AAA;00109000005fsUAAAY;Victoria Smith;Advice worker;00609000002IuP2AAK;00109000005fsUAAAY;New Business;00509000000V8fYAAS; ; ;2019-01-14;2018-10-23;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Grass-roots zero administration productivity
105;00K090000019LwaEAE;00309000003rqTlAAI;00609000002IuSiAAK;Champion;00309000003rqTlAAI;00109000005ftJ3AAI;Laura Sims;Environmental health practitioner;00609000002IuSiAAK;00109000005fskqAAA;New Business;00509000000V8dTAAS; ; ;2019-01-20;2018-11-23;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Mandatory stable time-frame
106;00K090000019LwbEAE;00309000003rjq4AAA;00609000002Iv1uAAC;Champion;00309000003rjq4AAA;00109000005frvfAAA;Ms. Valerie Hall DDS;Architect;00609000002Iv1uAAC;00109000005frvfAAA;New Business;00509000000V8fdAAC; ; ;2019-08-20;2018-03-23;Lost;Partner Sourced;44098.81;0.0;EUR;Partner Sourced - Alliances; ;User-centric content-based alliance
107;00K090000019LwcEAE;00309000003rnXMAAY;00609000002IuJzAAK;Champion;00309000003rnXMAAY;00109000005fsFrAAI;Javier Wilson;Programme researcher, broadcasting/film/video;00609000002IuJzAAK;00109000005fsFrAAI;New Business;00509000000V8g7AAC; ; ;2019-01-22;2019-01-21;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Optional actuating methodology
108;00K090000019LwdEAE;00309000003rjUqAAI;00609000002IuCuAAK;Champion;00309000003rjUqAAI;00109000005ftMSAAY;Eric Goodman;Designer, exhibition/display;00609000002IuCuAAK;00109000005fruUAAQ;New Business;00509000000V8fdAAC; ; ;2019-05-22;2018-07-04;Lost;Marketing;36125.92;0.0;EUR;Marketing before 2021; ;Fundamental bifurcated conglomeration
109;00K090000019LweEAE;00309000003roYzAAI;00609000002IvMzAAK;Champion;00309000003roYzAAI;00109000005ftbDAAQ;Madison Boyd;Child psychotherapist;00609000002IvMzAAK;00109000005ftbDAAQ;New Business;00509000000V8eGAAS; ; ;2019-01-22;2018-05-18;Lost;Marketing;0.0;0.0;EUR; ; ;User-centric 6thgeneration Graphical User Interface
110;00K090000019LwfEAE;00309000003rnsMAAQ;00609000002Iuk3AAC;Champion;00309000003rnsMAAQ;00109000005fuGLAAY;Eduardo Wilson;Armed forces operational officer;00609000002Iuk3AAC;00109000005fuGLAAY;New Business;00509000000V8gMAAS; ; ;2018-10-04;2018-05-29;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Re-engineered clear-thinking system engine
111;00K090000019LwgEAE;00309000003roZ0AAI;00609000002IvN1AAK;Champion;00309000003roZ0AAI;00109000005ftbFAAQ;Michael Jackson;Engineer, technical sales;00609000002IvN1AAK;00109000005ftbFAAQ;New Business;00509000000WaQSAA0; ; ;2018-12-19;2018-09-20;Lost;Sales Generated;20698.16;0.0;EUR;Sales Generated Lead - by AE/AM; ;Cross-group well-modulated parallelism
112;00K090000019LwhEAE;00309000003rqTzAAI;00609000002Iub7AAC;Champion;00309000003rqTzAAI;00109000005ftJ6AAI;Rachel Melton;Town planner;00609000002Iub7AAC;00109000005ftJ6AAI;New Business;00509000000WaQSAA0; ; ;2018-09-18;2018-06-13;Lost;Sales Generated;88205.75;0.0;EUR;Sales Generated Lead - by AE/AM; ;Secured eco-centric migration
113;00K090000019LwiEAE;00309000003rjzfAAA;00609000002IvCfAAK;Champion;00309000003rjzfAAA;00109000005fsiGAAQ;Michael Gibbs;Ergonomist;00609000002IvCfAAK;00109000005fsiGAAQ;New Business;00509000000V8f4AAC; ; ;2018-09-18;2018-05-21;Lost;Marketing;0.0;0.0;EUR; ; ;Polarized 4thgeneration orchestration
114;00K090000019LwjEAE;00309000003rnNRAAY;00609000002Iu9jAAC;Champion;00309000003rnNRAAY;00109000005ftWsAAI;Karen Williams;Radiographer, diagnostic;;;;;;;;;;;;;;;;
115;00K090000019LwkEAE;00309000003rdywAAA;00609000002IvN4AAK;Champion;00309000003rdywAAA;00109000005ftbNAAQ;Phillip Mayo;Programmer, applications;00609000002IvN4AAK;00109000005ftbNAAQ;New Business;00509000000V8f4AAC; ; ;2018-06-29;2018-06-04;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Networked demand-driven complexity
116;00K090000019LwlEAE;00309000003rdyxAAA;00609000002Iuk4AAC;Champion;00309000003rdyxAAA;00109000005fuGLAAY;Barbara Hunter;Therapist, nutritional;00609000002Iuk4AAC;00109000005fuGLAAY;New Business;00509000000V8gMAAS; ; ;2018-06-19;2018-05-22;Lost;Partner Sourced;18434.65;0.0;EUR;Partner Sourced - Alliances; ;User-centric zero tolerance concept
117;00K090000019LwmEAE;00309000003rdz0AAA;00609000002IuOrAAK;Champion;00309000003rdz0AAA;00109000005fsTGAAY;Maureen Klein;Geologist, engineering;00609000002IuOrAAK;00109000005fsTGAAY;New Business;00509000000V8f4AAC; ; ;2019-01-11;2018-05-21;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Reverse-engineered maximized focus group
118;00K090000019LwnEAE;00309000003rdz7AAA;00609000002IuNcAAK;Champion;00309000003rdz7AAA;00109000005fsQjAAI;Adam Ruiz;Database administrator;00609000002IuNcAAK;00109000005fsQjAAI;New Business;00509000000V8gRAAS; ; ;2018-07-30;2018-06-18;Lost;Partner Sourced;48817.8;0.0;EUR;Partner Sourced - Alliances; ;Profound full-range conglomeration
119;00K090000019LwoEAE;00309000003rdz8AAA;00609000002IvQfAAK;Champion;00309000003rdz8AAA;00109000005fufBAAQ;Erica Thomas;Engineer, civil (consulting);00609000002IvQfAAK;00109000005fufBAAQ;New Business;00509000000WaKaAAK; ; ;2018-11-21;2018-11-15;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Realigned zero administration circuit
120;00K090000019LwpEAE;00309000003rdz9AAA;00609000002IvQaAAK;Champion;00309000003rdz9AAA;00109000005fufBAAQ;Matthew Adams;Forensic scientist;00609000002IvQaAAK;00109000005fufBAAQ;New Business;00509000000WaKaAAK; ; ;2018-12-21;2018-05-29;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Synergistic heuristic service-desk
121;00K090000019LwqEAE;00309000003rdzCAAQ;00609000002IvGmAAK;Champion;00309000003rdzCAAQ;00109000005ft2sAAA;Scott Villa;Scientist, forensic;00609000002IvGmAAK;00109000005ft2sAAA;New Business;00509000000WaQSAA0; ; ;2018-09-18;2018-06-14;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Ameliorated content-based algorithm
122;00K090000019LwrEAE;00309000003rdzEAAQ;00609000002IucyAAC;Champion;00309000003rdzEAAQ;00109000005ftbUAAQ;Jennifer Lee;Research scientist (life sciences);00609000002IucyAAC;00109000005ftbUAAQ;New Business;00509000000V8f4AAC; ; ;2018-06-29;2018-05-22;Won;Marketing;0.0;0.0;EUR; ; ;Diverse neutral synergy
123;00K090000019LwsEAE;00309000003rdzHAAQ;00609000002Iuo7AAC;Champion;00309000003rdzHAAQ;00109000005fushAAA;Laura Bates;Geophysicist/field seismologist;00609000002Iuo7AAC;00109000005fushAAA;New Business;00509000000V8fYAAS; ; ;2019-04-12;2018-12-20;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Multi-tiered fault-tolerant focus group
124;00K090000019LwtEAE;00309000003rdzIAAQ;00609000002IuPVAA0;Champion;00309000003rdzIAAQ;00109000005fsV0AAI;Whitney Larson;Social researcher;00609000002IuPVAA0;00109000005fsV0AAI;New Business;00509000000V8fJAAS; ; ;2019-01-30;2018-05-22;Lost;Marketing;0.0;0.0;EUR; ; ;Multi-channeled secondary Graphic Interface
125;00K090000019LwuEAE;00309000003rdzOAAQ;00609000002IuI1AAK;Champion;00309000003rdzOAAQ;00109000005fsBmAAI;Melvin Bond MD;Conservator, museum/gallery;00609000002IuI1AAK;00109000005fsBmAAI;New Business;00509000000V8eGAAS; ; ;2019-01-22;2018-05-24;Lost;Marketing;0.0;0.0;EUR; ; ;Realigned fault-tolerant methodology
126;00K090000019LwvEAE;00309000003rdzYAAQ;00609000002Iud0AAC;Champion;00309000003rdzYAAQ;00109000005ftbYAAQ;Tina Walters;Chartered loss adjuster;00609000002Iud0AAC;00109000005ftbYAAQ;New Business;00509000000V8dTAAS; ; ;2018-08-27;2018-05-23;Lost;Marketing;28315.4;0.0;EUR; ; ;Synergized optimal standardization
127;00K090000019LwwEAE;00309000003rdzfAAA;00609000002IumfAAC;Champion;00309000003rdzfAAA;00109000005funvAAA;David Weiss;Youth worker;00609000002IumfAAC;00109000005funvAAA;New Business;00509000000V8fsAAC; ; ;2019-01-14;2018-05-31;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Digitized mobile Local Area Network
128;00K090000019LwxEAE;00309000003rdzjAAA;00609000002IugnAAC;Champion;00309000003rdzjAAA;00109000005ftzWAAQ;Elizabeth Brown;Learning mentor;00609000002IugnAAC;00109000005ftzWAAQ;New Business;00509000000V8g7AAC; ; ;2019-04-18;2018-06-26;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Optimized object-oriented complexity
129;00K090000019LwyEAE;00309000003rdzoAAA;00609000002Iud4AAC;Champion;00309000003rdzoAAA;00109000005ftbbAAA;Kenneth Smith;Hydrologist;00609000002Iud4AAC;00109000005ftbbAAA;Upsell;00509000000V8ezAAC;2020-01-01;2020-07-31;2020-02-14;2019-09-30;Won;Marketing;0.0;7657.34;EUR; ;Embedded Analytics for Software Companies;Operative explicit extranet
130;00K090000019LwzEAE;00309000003rdzpAAA;00609000002IvP8AAK;Champion;00309000003rdzpAAA;00109000005fu8YAAQ;Brian Ryan;Petroleum engineer;00609000002IvP8AAK;00109000005fu8YAAQ;New Business;00509000000WaQSAA0; ; ;2018-12-19;2018-10-08;Lost;Sales Generated;15090.29;0.0;EUR;Sales Generated Lead - by AE/AM; ;Right-sized explicit analyzer
131;00K090000019Lx0EAE;00309000003rdzrAAA;00609000002IuOsAAK;Champion;00309000003rdzrAAA;00109000005fsTJAAY;Scott Powers;Paediatric nurse;00609000002IuOsAAK;00109000005fsTJAAY;New Business;00509000000Wm9iAAC; ; ;2019-01-21;2018-06-26;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Vision-oriented executive Graphical User Interface
132;00K090000019Lx1EAE;00309000003rdzsAAA;00609000002IuktAAC;Champion;00309000003rdzsAAA;00109000005fuLUAAY;Carrie White;Forensic psychologist;00609000002IuktAAC;00109000005fuLUAAY;New Business;00509000000V8f4AAC; ; ;2018-09-18;2018-05-24;Lost;Marketing;0.0;0.0;EUR; ; ;Compatible bandwidth-monitored website
133;00K090000019Lx2EAE;00309000003rdzvAAA;00609000002Iuk5AAC;Champion;00309000003rdzvAAA;00109000005fuGLAAY;Becky Spears;Legal executive;00609000002Iuk5AAC;00109000005fuGLAAY;New Business;00509000000V8gCAAS; ; ;2018-10-22;2018-05-29;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Customer-focused bifurcated forecast
134;00K090000019Lx3EAE;00309000003rdzzAAA;00609000002IvAuAAK;Champion;00309000003rdzzAAA;00109000005fsb6AAA;Meredith Beck;Set designer;00609000002IvAuAAK;00109000005fsb6AAA;New Business;00509000000V8gCAAS; ; ;2018-06-26;2018-06-10;Lost;Marketing;19200.58;0.0;EUR;Marketing before 2021; ;Progressive next generation capability
135;00K090000019Lx4EAE;00309000003re00AAA;00609000002Iv3HAAS;Champion;00309000003re00AAA;00109000005fs1sAAA;Michele Foster;Scientist, forensic;00609000002Iv3HAAS;00109000005fs1sAAA;Renew;00509000000V8fJAAS;2020-05-01;2021-04-30;2020-05-01;2018-06-04;Won;Partner Sourced;0.0;133947.53;EUR;Partner Sourced - Alliances; ;Self-enabling even-keeled implementation
